year_month,year_number,quarter_number,category_name,sub_category_name,transaction_lines,units_sold,revenue,profit,margin_pct
2023-06,2023,2,Electronics,Phones,2,23,10114.0,2755.0,27.24
2023-06,2023,2,Electronics,Printers,4,33,22440.0,7976.0,35.54
2023-06,2023,2,Furniture,Bookcases,2,27,12757.0,2585.0,20.26
2023-06,2023,2,Furniture,Chairs,1,7,883.0,127.0,14.38
2023-06,2023,2,Furniture,Sofas,2,10,4804.0,705.0,14.68
2023-06,2023,2,Office Supplies,Binders,1,16,9659.0,2226.0,23.05
2023-06,2023,2,Office Supplies,Markers,1,16,5338.0,1354.0,25.37
2023-07,2023,3,Electronics,Electronic Games,3,29,22705.0,7274.0,32.04
2023-07,2023,3,Electronics,Phones,3,24,15199.0,3847.0,25.31
2023-07,2023,3,Electronics,Printers,4,28,26784.0,4961.0,18.52
2023-07,2023,3,Furniture,Bookcases,2,18,13597.0,4692.0,34.51
2023-07,2023,3,Furniture,Chairs,2,32,9101.0,2439.0,26.8
2023-07,2023,3,Furniture,Sofas,3,36,15465.0,4510.0,29.16
2023-07,2023,3,Furniture,Tables,4,53,31030.0,10055.0,32.4
2023-07,2023,3,Office Supplies,Binders,1,16,4734.0,1178.0,24.88
2023-07,2023,3,Office Supplies,Markers,4,45,27515.0,7197.0,26.16
2023-07,2023,3,Office Supplies,Paper,2,13,7079.0,1569.0,22.16
2023-07,2023,3,Office Supplies,Pens,2,25,8345.0,1669.0,20.0
2023-08,2023,3,Electronics,Electronic Games,2,34,13568.0,1843.0,13.58
2023-08,2023,3,Electronics,Phones,2,31,8015.0,2250.0,28.07
2023-08,2023,3,Electronics,Printers,2,32,12686.0,5293.0,41.72
2023-08,2023,3,Furniture,Sofas,3,40,19377.0,4216.0,21.76
2023-08,2023,3,Furniture,Tables,1,9,3176.0,586.0,18.45
2023-08,2023,3,Office Supplies,Binders,1,8,8293.0,2632.0,31.74
2023-08,2023,3,Office Supplies,Pens,3,28,9755.0,2938.0,30.12
2023-09,2023,3,Electronics,Electronic Games,2,22,9065.0,488.0,5.38
2023-09,2023,3,Electronics,Laptops,2,28,5908.0,2278.0,38.56
2023-09,2023,3,Electronics,Phones,2,5,5412.0,2472.0,45.68
2023-09,2023,3,Electronics,Printers,5,52,29279.0,9368.0,32.0
2023-09,2023,3,Furniture,Bookcases,1,11,6449.0,2628.0,40.75
2023-09,2023,3,Furniture,Tables,4,40,22518.0,5337.0,23.7
2023-09,2023,3,Office Supplies,Markers,4,44,23785.0,5843.0,24.57
2023-09,2023,3,Office Supplies,Paper,1,19,594.0,67.0,11.28
2023-09,2023,3,Office Supplies,Pens,2,17,5123.0,605.0,11.81
2023-10,2023,4,Electronics,Electronic Games,3,25,21756.0,4426.0,20.34
2023-10,2023,4,Electronics,Laptops,3,44,11876.0,4207.0,35.42
2023-10,2023,4,Electronics,Phones,3,27,15612.0,3683.0,23.59
2023-10,2023,4,Electronics,Printers,1,19,5916.0,1594.0,26.94
2023-10,2023,4,Furniture,Bookcases,1,15,5234.0,2021.0,38.61
2023-10,2023,4,Furniture,Chairs,4,36,26847.0,7281.0,27.12
2023-10,2023,4,Furniture,Sofas,3,22,7643.0,1901.0,24.87
2023-10,2023,4,Furniture,Tables,1,16,717.0,158.0,22.04
2023-10,2023,4,Office Supplies,Binders,2,16,9738.0,3679.0,37.78
2023-10,2023,4,Office Supplies,Markers,1,19,6402.0,2770.0,43.27
2023-10,2023,4,Office Supplies,Paper,1,5,4510.0,1896.0,42.04
2023-10,2023,4,Office Supplies,Pens,2,23,10610.0,1615.0,15.22
2023-11,2023,4,Electronics,Electronic Games,1,18,6392.0,444.0,6.95
2023-11,2023,4,Electronics,Phones,1,15,7484.0,2871.0,38.36
2023-11,2023,4,Furniture,Bookcases,1,5,1476.0,247.0,16.73
2023-11,2023,4,Furniture,Chairs,3,33,13848.0,5756.0,41.57
2023-11,2023,4,Furniture,Sofas,1,1,7700.0,2712.0,35.22
2023-11,2023,4,Furniture,Tables,2,21,7519.0,3674.0,48.86
2023-11,2023,4,Office Supplies,Markers,3,10,9059.0,2639.0,29.13
2023-11,2023,4,Office Supplies,Paper,2,27,16145.0,2230.0,13.81
2023-11,2023,4,Office Supplies,Pens,3,33,19273.0,4956.0,25.71
2023-12,2023,4,Electronics,Electronic Games,3,30,16113.0,6078.0,37.72
2023-12,2023,4,Electronics,Laptops,2,26,13088.0,2483.0,18.97
2023-12,2023,4,Electronics,Phones,2,12,12510.0,2081.0,16.63
2023-12,2023,4,Electronics,Printers,3,40,21900.0,6376.0,29.11
2023-12,2023,4,Furniture,Bookcases,2,38,19684.0,3669.0,18.64
2023-12,2023,4,Furniture,Chairs,1,14,9132.0,3096.0,33.9
2023-12,2023,4,Furniture,Sofas,3,30,11402.0,3133.0,27.48
2023-12,2023,4,Furniture,Tables,3,27,14867.0,3528.0,23.73
2023-12,2023,4,Office Supplies,Paper,1,4,6045.0,1606.0,26.57
2023-12,2023,4,Office Supplies,Pens,1,11,9337.0,554.0,5.93
2024-01,2024,1,Electronics,Laptops,1,13,8649.0,2631.0,30.42
2024-01,2024,1,Electronics,Phones,1,6,992.0,177.0,17.84
2024-01,2024,1,Electronics,Printers,1,4,3423.0,804.0,23.49
2024-01,2024,1,Furniture,Chairs,1,14,2346.0,388.0,16.54
2024-01,2024,1,Office Supplies,Binders,1,16,6800.0,167.0,2.46
2024-01,2024,1,Office Supplies,Markers,2,32,8368.0,779.0,9.31
2024-01,2024,1,Office Supplies,Paper,5,64,13794.0,3234.0,23.44
2024-01,2024,1,Office Supplies,Pens,2,14,3273.0,1112.0,33.97
2024-02,2024,1,Electronics,Laptops,3,32,20523.0,4706.0,22.93
2024-02,2024,1,Electronics,Phones,1,19,7909.0,1942.0,24.55
2024-02,2024,1,Electronics,Printers,1,18,2258.0,135.0,5.98
2024-02,2024,1,Furniture,Bookcases,1,5,9752.0,3618.0,37.1
2024-02,2024,1,Furniture,Chairs,2,32,11712.0,751.0,6.41
2024-02,2024,1,Furniture,Sofas,2,35,9545.0,3319.0,34.77
2024-02,2024,1,Furniture,Tables,3,27,18192.0,3240.0,17.81
2024-02,2024,1,Office Supplies,Binders,3,18,8617.0,3259.0,37.82
2024-02,2024,1,Office Supplies,Paper,1,20,9894.0,3698.0,37.38
2024-02,2024,1,Office Supplies,Pens,2,8,10012.0,1228.0,12.27
2024-03,2024,1,Electronics,Electronic Games,3,32,15651.0,4526.0,28.92
2024-03,2024,1,Electronics,Phones,1,16,3273.0,85.0,2.6
2024-03,2024,1,Electronics,Printers,2,36,7009.0,1991.0,28.41
2024-03,2024,1,Furniture,Bookcases,3,37,21562.0,9697.0,44.97
2024-03,2024,1,Furniture,Chairs,1,5,5694.0,1134.0,19.92
2024-03,2024,1,Furniture,Sofas,1,15,8776.0,2529.0,28.82
2024-03,2024,1,Furniture,Tables,2,28,11260.0,5023.0,44.61
2024-03,2024,1,Office Supplies,Binders,1,4,3194.0,534.0,16.72
2024-03,2024,1,Office Supplies,Markers,6,55,26901.0,7523.0,27.97
2024-03,2024,1,Office Supplies,Paper,1,11,2636.0,88.0,3.34
2024-03,2024,1,Office Supplies,Pens,2,26,13260.0,2878.0,21.7
2024-04,2024,2,Electronics,Phones,4,39,28093.0,8195.0,29.17
2024-04,2024,2,Furniture,Chairs,2,15,9784.0,969.0,9.9
2024-04,2024,2,Furniture,Sofas,4,34,28343.0,6496.0,22.92
2024-04,2024,2,Furniture,Tables,3,14,17390.0,3743.0,21.52
2024-04,2024,2,Office Supplies,Binders,1,3,7301.0,3602.0,49.34
2024-04,2024,2,Office Supplies,Markers,1,15,7327.0,2596.0,35.43
2024-04,2024,2,Office Supplies,Paper,3,16,11689.0,1835.0,15.7
2024-04,2024,2,Office Supplies,Pens,3,11,28125.0,6746.0,23.99
2024-05,2024,2,Electronics,Electronic Games,2,24,3709.0,838.0,22.59
2024-05,2024,2,Electronics,Phones,2,27,18470.0,3512.0,19.01
2024-05,2024,2,Furniture,Bookcases,1,19,3084.0,611.0,19.81
2024-05,2024,2,Furniture,Chairs,4,17,9740.0,3018.0,30.99
2024-05,2024,2,Furniture,Sofas,2,5,11407.0,2290.0,20.08
2024-05,2024,2,Furniture,Tables,5,27,26139.0,7425.0,28.41
2024-05,2024,2,Office Supplies,Binders,3,33,20148.0,4276.0,21.22
2024-05,2024,2,Office Supplies,Paper,3,46,11191.0,1720.0,15.37
2024-05,2024,2,Office Supplies,Pens,3,22,13606.0,4672.0,34.34
2024-06,2024,2,Electronics,Electronic Games,5,67,23543.0,8617.0,36.6
2024-06,2024,2,Electronics,Laptops,2,10,13446.0,4084.0,30.37
2024-06,2024,2,Electronics,Phones,1,18,3944.0,1559.0,39.53
2024-06,2024,2,Furniture,Bookcases,5,75,18212.0,4771.0,26.2
2024-06,2024,2,Furniture,Chairs,1,17,1133.0,73.0,6.44
2024-06,2024,2,Furniture,Sofas,2,35,12577.0,3922.0,31.18
2024-06,2024,2,Furniture,Tables,3,33,21288.0,3652.0,17.16
2024-06,2024,2,Office Supplies,Binders,1,14,6295.0,2469.0,39.22
2024-06,2024,2,Office Supplies,Markers,2,25,10140.0,483.0,4.76
2024-06,2024,2,Office Supplies,Paper,2,11,16231.0,4729.0,29.14
2024-06,2024,2,Office Supplies,Pens,3,37,13936.0,1832.0,13.15
2024-07,2024,3,Electronics,Electronic Games,4,44,21143.0,8113.0,38.37
2024-07,2024,3,Electronics,Printers,1,18,2239.0,1094.0,48.86
2024-07,2024,3,Furniture,Bookcases,2,38,4183.0,1258.0,30.07
2024-07,2024,3,Furniture,Chairs,1,2,9730.0,2341.0,24.06
2024-07,2024,3,Furniture,Sofas,1,5,822.0,147.0,17.88
2024-07,2024,3,Furniture,Tables,4,57,22221.0,7123.0,32.06
2024-07,2024,3,Office Supplies,Binders,1,13,5323.0,322.0,6.05
2024-07,2024,3,Office Supplies,Markers,3,28,13928.0,3459.0,24.83
2024-07,2024,3,Office Supplies,Paper,8,62,44524.0,10892.0,24.46
2024-07,2024,3,Office Supplies,Pens,1,17,5831.0,1574.0,26.99
2024-08,2024,3,Electronics,Electronic Games,2,18,10836.0,3851.0,35.54
2024-08,2024,3,Electronics,Laptops,2,12,11681.0,1418.0,12.14
2024-08,2024,3,Electronics,Phones,2,29,10444.0,3464.0,33.17
2024-08,2024,3,Furniture,Chairs,1,13,7930.0,1981.0,24.98
2024-08,2024,3,Furniture,Sofas,1,15,3461.0,1537.0,44.41
2024-08,2024,3,Office Supplies,Binders,2,15,6797.0,1706.0,25.1
2024-08,2024,3,Office Supplies,Markers,2,28,13122.0,4291.0,32.7
2024-08,2024,3,Office Supplies,Pens,2,18,9113.0,2594.0,28.46
2024-09,2024,3,Electronics,Laptops,2,21,9571.0,1495.0,15.62
2024-09,2024,3,Electronics,Phones,3,38,13567.0,2590.0,19.09
2024-09,2024,3,Electronics,Printers,2,37,10631.0,3555.0,33.44
2024-09,2024,3,Furniture,Bookcases,1,14,2995.0,220.0,7.35
2024-09,2024,3,Furniture,Chairs,2,33,12795.0,3076.0,24.04
2024-09,2024,3,Furniture,Sofas,1,3,9609.0,4339.0,45.16
2024-09,2024,3,Furniture,Tables,1,18,6200.0,2321.0,37.44
2024-09,2024,3,Office Supplies,Markers,2,7,7981.0,2477.0,31.04
2024-09,2024,3,Office Supplies,Paper,1,11,2636.0,88.0,3.34
2024-09,2024,3,Office Supplies,Pens,1,19,8639.0,3104.0,35.93
2024-10,2024,4,Electronics,Electronic Games,1,20,3409.0,1605.0,47.08
2024-10,2024,4,Electronics,Laptops,2,28,11265.0,2193.0,19.47
2024-10,2024,4,Electronics,Phones,1,5,8400.0,267.0,3.18
2024-10,2024,4,Electronics,Printers,1,7,5457.0,1765.0,32.34
2024-10,2024,4,Furniture,Chairs,1,6,8858.0,3394.0,38.32
2024-10,2024,4,Furniture,Sofas,1,5,1388.0,345.0,24.86
2024-10,2024,4,Office Supplies,Binders,1,14,3224.0,1018.0,31.58
2024-10,2024,4,Office Supplies,Markers,3,31,9731.0,2604.0,26.76
2024-10,2024,4,Office Supplies,Paper,5,53,28784.0,7541.0,26.2
2024-10,2024,4,Office Supplies,Pens,1,11,2589.0,605.0,23.37
2024-11,2024,4,Electronics,Printers,2,27,9754.0,2318.0,23.76
2024-11,2024,4,Furniture,Bookcases,1,14,5911.0,2333.0,39.47
2024-11,2024,4,Furniture,Chairs,2,27,6463.0,1533.0,23.72
2024-11,2024,4,Furniture,Sofas,1,17,508.0,177.0,34.84
2024-11,2024,4,Furniture,Tables,3,38,15730.0,3246.0,20.64
2024-11,2024,4,Office Supplies,Binders,1,8,8563.0,2624.0,30.64
2024-11,2024,4,Office Supplies,Markers,2,30,11090.0,2509.0,22.62
2024-11,2024,4,Office Supplies,Pens,1,16,2957.0,917.0,31.01
2024-12,2024,4,Electronics,Electronic Games,1,5,9726.0,1275.0,13.11
2024-12,2024,4,Electronics,Phones,3,9,4434.0,868.0,19.58
2024-12,2024,4,Electronics,Printers,3,39,15181.0,2439.0,16.07
2024-12,2024,4,Furniture,Bookcases,2,21,9176.0,3171.0,34.56
2024-12,2024,4,Furniture,Sofas,2,8,12548.0,3564.0,28.4
2024-12,2024,4,Furniture,Tables,4,16,17414.0,5238.0,30.08
2024-12,2024,4,Office Supplies,Binders,3,20,11749.0,1885.0,16.04
2024-12,2024,4,Office Supplies,Markers,3,34,11414.0,1812.0,15.88
2024-12,2024,4,Office Supplies,Paper,2,8,1678.0,226.0,13.47
2024-12,2024,4,Office Supplies,Pens,2,22,5559.0,503.0,9.05
2025-01,2025,1,Electronics,Electronic Games,2,27,15373.0,6216.0,40.43
2025-01,2025,1,Electronics,Laptops,1,8,3067.0,1475.0,48.09
2025-01,2025,1,Electronics,Phones,1,6,7566.0,606.0,8.01
2025-01,2025,1,Electronics,Printers,3,43,25808.0,11106.0,43.03
2025-01,2025,1,Furniture,Sofas,1,14,4897.0,1001.0,20.44
2025-01,2025,1,Furniture,Tables,2,25,10788.0,3120.0,28.92
2025-01,2025,1,Office Supplies,Markers,3,24,24627.0,8693.0,35.3
2025-01,2025,1,Office Supplies,Paper,1,7,8521.0,2584.0,30.33
2025-01,2025,1,Office Supplies,Pens,2,23,12259.0,3794.0,30.95
2025-02,2025,1,Electronics,Electronic Games,2,26,11125.0,4326.0,38.89
2025-02,2025,1,Electronics,Laptops,4,25,14848.0,5017.0,33.79
2025-02,2025,1,Electronics,Phones,1,6,7566.0,606.0,8.01
2025-02,2025,1,Furniture,Bookcases,2,15,9797.0,3329.0,33.98
2025-02,2025,1,Furniture,Chairs,1,19,3760.0,1849.0,49.18
2025-02,2025,1,Furniture,Sofas,2,38,11827.0,3914.0,33.09
2025-02,2025,1,Office Supplies,Binders,1,4,9874.0,3895.0,39.45
2025-02,2025,1,Office Supplies,Markers,1,4,3665.0,802.0,21.88
2025-02,2025,1,Office Supplies,Paper,3,11,9113.0,3842.0,42.16
2025-02,2025,1,Office Supplies,Pens,1,9,3137.0,571.0,18.2
